life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
63.0,5.8,9.6,5174.0,0.5665,Medium
66.0,8.0,13.4,4578.0,0.6392,Medium
77.4,6.7,17.9,12922.0,0.776,High
64.2,7.9,13.2,5981.0,0.642,Medium
80.2,11.4,16.5,27889.0,0.8716,Very High
58.2,8.0,12.9,2672.0,0.5669,Medium
81.9,11.0,21.0,15286.0,0.8821,Very High
52.7,4.3,9.4,883.0,0.4066,Low
56.8,4.0,7.3,2854.0,0.459,Low
58.0,2.2,7.5,1125.0,0.3925,Low
52.0,1.5,9.8,1196.0,0.3902,Low
69.9,10.3,10.8,18879.0,0.7312,High
67.5,8.2,13.3,5088.0,0.6537,Medium
69.5,8.5,14.1,8516.0,0.7013,High
63.6,6.5,13.1,3070.0,0.5867,Medium
54.0,3.3,7.5,1359.0,0.4027,Low
61.9,5.1,11.2,2904.0,0.5409,Low
83.6,10.7,16.6,18025.0,0.8561,Very High
57.1,4.8,11.1,1215.0,0.4657,Low
70.1,8.3,12.8,3711.0,0.644,Medium
70.1,7.8,11.9,7158.0,0.6654,Medium
49.9,4.5,5.4,398.0,0.3061,Low
64.4,6.4,11.4,2700.0,0.5652,Medium
69.8,6.9,13.6,10649.0,0.6895,Medium
60.4,6.5,11.4,4562.0,0.5771,Medium
62.2,6.7,9.5,9343.0,0.6015,Medium
75.4,9.0,12.9,5676.0,0.7002,High
51.7,4.1,8.9,1401.0,0.4214,Low
80.7,11.0,15.7,22641.0,0.8501,Very High
77.4,9.8,17.5,27519.0,0.847,Very High
71.1,8.7,15.4,49067.0,0.8077,Very High
44.8,3.1,8.6,300.0,0.2788,Low
58.0,6.8,8.5,1701.0,0.4878,Low
76.7,7.6,17.2,11551.0,0.7709,High
65.6,7.3,15.9,9881.0,0.693,Medium
74.0,7.8,14.3,5658.0,0.693,Medium
63.9,6.8,9.4,6347.0,0.591,Medium
61.1,8.0,14.9,10511.0,0.6717,Medium
63.6,6.0,10.8,7794.0,0.6047,Medium
58.0,7.0,9.4,898.0,0.4583,Low
68.4,6.8,12.8,6977.0,0.6528,Medium
69.3,8.6,11.8,7829.0,0.6745,Medium
55.0,5.5,10.3,2255.0,0.4915,Low
75.7,9.8,15.2,29252.0,0.8195,Very High
68.4,6.0,14.3,8965.0,0.6717,Medium
56.4,4.0,8.5,1663.0,0.4453,Low
71.0,6.7,13.3,8919.0,0.6815,Medium
67.5,5.5,8.4,4384.0,0.5581,Medium
71.9,7.0,15.2,11646.0,0.7213,High
74.4,8.9,17.3,18054.0,0.7997,High
77.1,11.8,17.9,20797.0,0.8577,Very High
69.5,8.7,14.7,10278.0,0.7192,High
83.5,11.2,17.1,37100.0,0.9049,Very High
80.6,11.2,17.8,33157.0,0.8919,Very High
69.9,6.9,12.0,6962.0,0.6523,Medium
81.6,14.1,15.5,84708.0,0.9485,Very High
62.5,6.3,12.2,6905.0,0.6124,Medium
57.5,4.5,10.5,2513.0,0.4989,Low
48.2,4.5,7.1,1515.0,0.3956,Low
73.9,10.5,10.9,35974.0,0.7835,High
70.1,8.3,12.2,10788.0,0.695,Medium
81.2,9.0,16.9,28822.0,0.8529,Very High
74.3,9.7,12.2,10448.0,0.7289,High
57.8,5.6,7.8,844.0,0.4222,Low
54.9,4.6,9.0,2194.0,0.4655,Low
71.1,7.2,13.8,16518.0,0.7228,High
80.9,12.5,18.6,75615.0,0.9559,Very High
86.0,10.4,18.8,19261.0,0.8838,Very High
67.6,8.5,13.9,16934.0,0.7239,High
60.3,6.9,8.8,1312.0,0.4855,Low
54.4,5.9,10.9,3265.0,0.5177,Low
58.1,4.7,6.8,2778.0,0.4664,Low
61.0,6.0,9.6,1355.0,0.4873,Low
82.6,13.9,19.1,58105.0,0.9731,Very High
58.8,6.0,13.4,2159.0,0.5408,Low
52.8,3.8,9.2,3114.0,0.4637,Low
77.7,9.0,16.2,17060.0,0.803,Very High
50.9,4.0,6.6,632.0,0.3474,Low
69.8,9.2,14.2,19762.0,0.7545,High
63.4,7.2,11.2,1307.0,0.5231,Low
65.2,5.4,12.8,8163.0,0.6276,Medium
81.2,10.7,16.0,10646.0,0.81,Very High
54.9,5.0,8.1,747.0,0.4002,Low
57.3,4.0,11.0,1889.0,0.4819,Low
51.2,4.5,5.8,1178.0,0.3819,Low
69.3,9.0,14.2,10564.0,0.719,High
62.3,5.2,10.7,1845.0,0.5135,Low
78.7,10.1,15.6,66157.0,0.8803,Very High
61.7,5.8,5.0,5199.0,0.5028,Low
69.1,11.3,16.2,9170.0,0.7524,High
49.7,3.8,7.7,925.0,0.3746,Low
68.3,6.5,10.7,5836.0,0.6174,Medium
68.0,10.2,15.2,32495.0,0.7899,High
61.5,5.4,10.9,4082.0,0.5571,Medium
56.5,7.6,8.8,6442.0,0.5609,Medium
62.5,5.2,12.2,6886.0,0.5981,Medium
54.3,4.1,8.3,1273.0,0.4209,Low
67.4,9.8,12.2,5984.0,0.6694,Medium
69.3,6.5,11.5,10233.0,0.658,Medium
47.0,1.6,4.0,335.0,0.2318,Low
77.8,9.5,14.4,7115.0,0.7424,High
69.1,5.1,11.1,10872.0,0.6354,Medium
65.8,9.9,12.9,10530.0,0.6991,Medium
60.3,5.7,10.7,2637.0,0.5308,Low
68.2,9.8,15.4,7418.0,0.7144,High
50.3,2.1,7.7,721.0,0.3407,Low
76.6,8.8,16.9,29991.0,0.8297,Very High
66.4,7.3,13.3,8512.0,0.6653,Medium
64.1,5.7,12.7,2148.0,0.5549,Medium
54.1,5.2,13.1,2161.0,0.5072,Low
71.3,7.3,12.4,6600.0,0.6645,Medium
66.4,6.4,14.2,10002.0,0.6708,Medium
54.1,3.8,8.7,1957.0,0.4432,Low
74.5,10.8,16.9,17518.0,0.8156,Very High
66.9,7.1,12.6,24003.0,0.7045,High
62.1,6.6,10.4,7978.0,0.6017,Medium
51.4,2.8,7.0,1673.0,0.389,Low
81.8,9.4,20.3,18548.0,0.8696,Very High
65.2,6.0,11.7,1488.0,0.53,Low
66.6,7.6,9.6,5545.0,0.6093,Medium
65.6,6.5,11.2,5716.0,0.609,Medium
56.2,0.8,6.9,739.0,0.3318,Low
76.9,11.3,15.1,14362.0,0.8062,Very High
65.3,6.2,12.3,2658.0,0.5744,Medium
62.3,3.5,10.1,1650.0,0.4789,Low
68.2,7.7,13.5,6258.0,0.6631,Medium
56.2,4.8,10.3,1953.0,0.4816,Low
63.6,7.5,13.1,3765.0,0.6083,Medium
66.0,9.7,11.7,7413.0,0.668,Medium
51.7,5.9,9.4,5386.0,0.5125,Low
62.3,7.1,12.7,7935.0,0.6327,Medium
78.1,11.5,16.8,45931.0,0.8897,Very High
58.8,3.1,8.7,2633.0,0.4674,Low
54.1,6.3,8.9,1168.0,0.4462,Low
55.0,5.7,9.7,5431.0,0.5306,Low
55.3,5.1,8.5,1692.0,0.4552,Low
80.1,12.8,14.4,78790.0,0.9145,Very High
60.0,3.9,6.7,2099.0,0.446,Low
85.0,11.7,18.1,40923.0,0.9321,Very High
55.4,4.9,8.7,1167.0,0.4336,Low
65.2,4.3,9.6,7046.0,0.5681,Medium
66.8,7.7,14.0,3542.0,0.6306,Medium
69.6,9.8,13.1,10301.0,0.7174,High
72.6,10.5,15.6,12254.0,0.772,High
62.8,5.9,12.0,15469.0,0.6418,Medium
55.3,6.4,11.5,3007.0,0.529,Low
70.2,7.5,14.6,12189.0,0.7159,High
73.4,8.1,14.5,11383.0,0.7344,High
67.5,7.0,11.9,3255.0,0.6012,Medium
75.7,10.8,15.5,26728.0,0.8298,Very High
61.3,7.6,11.5,5628.0,0.6048,Medium
68.1,8.6,12.5,9488.0,0.6852,Medium
70.5,7.2,15.2,16057.0,0.734,High
74.2,10.1,18.6,22810.0,0.8357,Very High
52.6,3.6,10.0,1277.0,0.4249,Low
65.6,4.8,10.6,1733.0,0.5153,Low
75.6,8.6,16.8,37045.0,0.8317,Very High
76.1,10.2,15.6,17233.0,0.8031,Very High
70.5,10.7,13.2,43737.0,0.8021,Very High
56.5,5.7,7.8,1161.0,0.4397,Low
65.3,5.8,14.9,17453.0,0.6918,Medium
54.1,2.9,6.3,607.0,0.3386,Low
58.2,2.4,9.0,1055.0,0.41,Low
71.2,8.7,14.2,26484.0,0.7691,High
77.3,10.9,19.4,67352.0,0.9207,Very High
72.1,9.0,13.1,14997.0,0.7387,High
63.3,7.6,12.1,2043.0,0.563,Medium
62.1,6.2,9.8,2032.0,0.5201,Low
48.3,3.0,7.3,403.0,0.3029,Low
77.1,10.7,17.8,21280.0,0.8461,Very High
68.7,11.1,16.5,17418.0,0.7858,High
59.1,5.8,10.4,727.0,0.4426,Low
70.4,7.7,13.8,14723.0,0.7194,High
55.4,2.8,8.6,1542.0,0.4207,Low
67.4,6.6,13.5,14691.0,0.69,Medium
62.1,8.0,14.3,9473.0,0.6661,Medium
66.6,7.8,11.3,3365.0,0.6023,Medium
63.4,8.8,15.3,13124.0,0.7068,High
52.2,3.7,10.5,3748.0,0.4837,Low
72.7,9.6,17.4,62669.0,0.8586,Very High
68.3,8.7,14.1,33305.0,0.7636,High
63.3,6.4,8.4,4378.0,0.5542,Medium
57.4,3.7,9.7,2145.0,0.4715,Low
73.4,12.3,15.9,42532.0,0.8611,Very High
69.7,9.7,13.1,7915.0,0.7025,High
61.4,7.4,13.2,5509.0,0.6184,Medium
55.6,4.3,10.0,905.0,0.4246,Low
63.9,5.4,11.8,3074.0,0.5625,Medium
75.9,11.0,15.2,45665.0,0.8564,Very High
52.5,0.5,7.0,526.0,0.2974,Low
53.7,4.1,5.9,572.0,0.3443,Low
60.4,5.0,7.5,2750.0,0.4889,Low
67.2,6.0,10.8,2045.0,0.549,Low
74.9,13.5,18.0,35062.0,0.8927,Very High
54.8,5.4,10.0,3265.0,0.5053,Low
65.2,9.3,15.0,10047.0,0.7061,High
68.8,9.4,13.0,13644.0,0.7218,High
72.0,7.0,14.9,5268.0,0.6777,Medium
70.8,8.6,14.9,36458.0,0.7867,High
69.3,11.3,16.5,9512.0,0.7583,High
47.9,3.7,6.8,791.0,0.3474,Low
61.4,6.5,10.6,6729.0,0.591,Medium
82.6,10.4,18.9,42811.0,0.9163,Very High
77.0,10.7,15.0,61116.0,0.8686,Very High
60.9,6.8,11.5,2467.0,0.5499,Low
79.3,10.5,14.9,13481.0,0.801,Very High
59.9,6.7,11.6,1532.0,0.5173,Low
69.5,7.2,15.4,9876.0,0.7061,High
64.8,4.7,9.7,2947.0,0.5314,Low
75.0,11.6,16.7,16070.0,0.8197,Very High
68.7,9.8,13.3,5976.0,0.6861,Medium
70.7,8.9,13.3,4861.0,0.6731,Medium
52.0,4.8,9.9,2287.0,0.4654,Low
71.2,10.0,17.9,14765.0,0.7906,High
61.2,6.2,9.4,2486.0,0.5237,Low
65.7,6.5,12.9,1157.0,0.5303,Low
72.2,8.3,14.4,4393.0,0.6775,Medium
82.2,12.3,16.6,19349.0,0.8716,Very High
63.4,8.3,11.6,4589.0,0.6138,Medium
63.4,5.3,8.4,4668.0,0.5423,Low
60.2,4.5,11.8,2047.0,0.5129,Low
71.0,8.6,14.4,13801.0,0.7367,High
76.7,8.1,17.9,22107.0,0.818,Very High
74.6,9.1,13.4,18638.0,0.7651,High
60.3,4.2,7.8,4724.0,0.5049,Low
74.6,11.6,13.9,11821.0,0.777,High
68.4,9.7,16.6,16364.0,0.767,High
68.7,9.1,12.9,23222.0,0.7414,High
66.8,10.0,16.1,23051.0,0.7726,High
69.0,9.0,13.8,26922.0,0.7574,High
65.7,9.5,12.7,13589.0,0.704,High
65.3,10.0,16.5,7050.0,0.7081,High
56.0,3.4,9.9,342.0,0.3421,Low
55.0,4.1,7.5,596.0,0.3679,Low
72.0,8.1,16.2,11607.0,0.7455,High
51.6,3.0,7.4,782.0,0.3594,Low
60.8,8.3,11.0,1965.0,0.5475,Low
71.8,9.6,16.5,13053.0,0.7706,High
73.5,9.1,12.3,15745.0,0.7409,High
63.6,8.1,12.4,7744.0,0.6463,Medium
58.2,7.1,12.2,8609.0,0.6112,Medium
55.8,5.4,10.3,1929.0,0.4867,Low
82.9,12.0,16.6,102142.0,0.9408,Very High
71.2,8.6,14.6,4607.0,0.6805,Medium
81.0,12.2,15.6,34170.0,0.8864,Very High
51.5,2.5,4.8,897.0,0.3269,Low
50.5,3.6,7.5,448.0,0.327,Low
62.2,6.6,13.9,3007.0,0.5875,Medium
74.4,9.1,19.0,25649.0,0.8359,Very High
65.8,8.5,13.8,6564.0,0.6676,Medium
54.9,5.9,9.2,887.0,0.4306,Low
71.0,10.8,14.6,8299.0,0.7367,High
60.2,5.3,10.1,1141.0,0.4705,Low
55.7,4.4,11.9,2965.0,0.5117,Low
56.9,4.6,7.5,2167.0,0.4575,Low
68.0,5.3,13.4,2172.0,0.5739,Medium
60.9,7.1,9.0,1726.0,0.5089,Low
74.1,7.3,14.5,12350.0,0.7307,High
52.3,4.5,7.7,1106.0,0.4034,Low
60.9,7.3,11.4,2459.0,0.5547,Medium
66.8,2.5,10.9,4255.0,0.5398,Low
75.7,11.5,15.7,22734.0,0.8315,Very High
66.2,10.0,14.1,15305.0,0.7321,High
81.0,10.1,13.7,11798.0,0.7854,High
58.7,3.4,10.4,1868.0,0.4729,Low
75.9,9.6,17.4,44462.0,0.8605,Very High
72.5,7.1,15.2,6058.0,0.6912,Medium
57.1,6.9,12.8,1761.0,0.5257,Low
59.3,3.2,8.8,1037.0,0.4219,Low
78.4,12.0,18.7,23005.0,0.8786,Very High
61.4,4.9,9.7,2442.0,0.5102,Low
71.1,6.1,8.7,2712.0,0.5596,Medium
61.9,4.0,12.2,1232.0,0.4868,Low
67.8,6.6,14.2,14697.0,0.6977,Medium
53.2,6.0,9.0,2288.0,0.4768,Low
75.9,10.2,15.9,25414.0,0.8252,Very High
60.0,6.8,12.1,4057.0,0.5782,Medium
79.3,13.6,16.7,31871.0,0.9,Very High
69.6,5.6,11.2,2139.0,0.5607,Medium
73.3,9.2,13.4,5939.0,0.6995,Medium
50.9,4.7,6.4,2432.0,0.4253,Low
76.3,10.6,14.2,25835.0,0.8157,Very High
79.8,12.2,21.0,19514.0,0.8983,Very High
48.5,2.3,5.2,300.0,0.2527,Low
64.1,6.8,13.6,5813.0,0.6312,Medium
68.0,7.4,9.7,4925.0,0.6075,Medium
47.0,1.7,5.8,408.0,0.2681,Low
61.4,7.3,11.8,2201.0,0.5548,Medium
55.6,5.5,11.9,1716.0,0.4944,Low
57.5,4.8,8.9,903.0,0.4271,Low
69.5,10.0,14.8,15094.0,0.7544,High
51.8,2.0,8.4,1786.0,0.401,Low
81.5,12.8,16.9,77901.0,0.9469,Very High
52.2,3.2,7.8,1630.0,0.4083,Low
69.9,6.8,11.1,9888.0,0.6582,Medium
49.5,2.3,7.5,1966.0,0.3875,Low
64.6,3.9,11.9,2098.0,0.5253,Low
51.4,5.0,7.3,1324.0,0.412,Low
68.3,7.9,11.5,5019.0,0.6346,Medium
72.8,8.4,14.2,5659.0,0.6942,Medium
62.3,5.1,13.3,2931.0,0.563,Medium
52.3,1.4,3.0,1206.0,0.2885,Low
61.4,6.6,11.3,5071.0,0.5871,Medium
60.6,6.0,14.0,14330.0,0.6508,Medium
55.6,3.3,7.2,976.0,0.3873,Low
69.3,6.2,12.6,4738.0,0.6261,Medium
50.8,3.9,7.8,2917.0,0.4371,Low
54.5,4.2,9.2,2150.0,0.4598,Low
64.9,8.0,14.9,2756.0,0.617,Medium
65.9,7.5,10.9,12474.0,0.6579,Medium
68.5,10.4,15.5,11738.0,0.7473,High
41.8,0.4,6.4,300.0,0.2198,Low
60.2,7.2,12.9,10661.0,0.6396,Medium
62.0,7.5,9.8,1172.0,0.5004,Low
75.5,9.5,14.2,12769.0,0.7631,High
75.8,9.2,13.4,14350.0,0.7593,High
67.0,4.9,10.9,7679.0,0.6047,Medium
68.8,9.8,15.8,28456.0,0.7888,High
43.2,0.3,3.0,747.0,0.2162,Low
56.6,4.5,10.2,3284.0,0.5045,Low
61.0,5.4,5.9,1838.0,0.4564,Low
70.2,9.8,14.3,11144.0,0.7357,High
71.9,7.7,14.3,6433.0,0.6898,Medium
50.0,4.3,5.2,1682.0,0.3841,Low
64.7,6.9,11.8,2854.0,0.5781,Medium
71.4,8.3,13.5,12202.0,0.7203,High
53.5,3.8,10.0,1410.0,0.4364,Low
52.4,3.3,6.6,579.0,0.3379,Low
64.0,7.8,9.5,4958.0,0.5933,Medium
78.2,9.8,14.8,46539.0,0.8495,Very High
78.8,13.0,17.8,16771.0,0.8656,Very High
64.8,7.5,12.8,2834.0,0.5949,Medium
62.7,8.3,10.4,1059.0,0.5093,Low
67.0,8.8,12.4,6600.0,0.6628,Medium
65.8,7.2,14.7,5250.0,0.6491,Medium
49.0,4.2,7.9,1024.0,0.3834,Low
53.6,2.9,8.1,1927.0,0.4205,Low
79.8,11.5,16.3,24428.0,0.8605,Very High
49.7,1.2,7.1,3367.0,0.3867,Low
77.2,10.8,18.2,47943.0,0.8922,Very High
49.6,2.8,7.9,904.0,0.3615,Low
88.0,12.8,18.5,41798.0,0.9499,Very High
63.3,5.5,11.8,2479.0,0.5481,Low
48.0,1.0,3.0,447.0,0.2262,Low
74.0,9.4,13.3,15302.0,0.7559,High
70.7,7.2,12.0,6501.0,0.6553,Medium
63.9,7.1,11.4,6373.0,0.616,Medium
65.2,6.0,10.3,6029.0,0.594,Medium
59.4,5.8,12.5,4712.0,0.5761,Medium
60.7,2.8,9.7,1665.0,0.4584,Low
61.2,6.5,10.8,2586.0,0.544,Low
66.6,8.1,12.0,6945.0,0.6525,Medium
50.0,4.6,6.5,563.0,0.3436,Low
73.7,10.0,14.0,10398.0,0.7481,High
57.1,5.7,11.5,1589.0,0.4955,Low
54.4,2.2,3.4,1990.0,0.343,Low
66.3,4.0,12.9,1954.0,0.5394,Low
61.9,7.6,15.7,4062.0,0.6289,Medium
57.7,4.8,11.2,1485.0,0.4807,Low
57.3,5.3,7.0,1190.0,0.4299,Low
50.4,3.7,6.7,1614.0,0.3933,Low
64.7,5.7,12.2,2871.0,0.5686,Medium
56.9,5.9,7.6,638.0,0.4024,Low
56.6,5.6,8.4,3833.0,0.506,Low
58.5,4.6,8.5,1815.0,0.4659,Low
44.8,3.6,5.8,1238.0,0.3443,Low
80.8,10.6,15.9,34449.0,0.8687,Very High
63.3,5.7,8.7,1658.0,0.4954,Low
75.7,8.6,18.0,33069.0,0.8381,Very High
59.7,4.1,8.6,3750.0,0.5013,Low
65.9,8.4,14.5,9782.0,0.6945,Medium
72.4,10.4,14.7,22282.0,0.7928,High
80.8,8.8,16.9,36137.0,0.8593,Very High
67.2,7.0,14.0,3493.0,0.6241,Medium
60.2,4.8,10.8,1787.0,0.4994,Low
67.0,7.7,11.6,2205.0,0.5803,Medium
66.3,8.0,11.7,7390.0,0.6491,Medium
59.9,3.8,12.7,4889.0,0.5574,Medium
61.5,5.8,12.9,3120.0,0.568,Medium
58.2,3.8,8.9,1729.0,0.455,Low
73.5,10.1,15.3,42458.0,0.8307,Very High
51.2,2.1,4.2,777.0,0.3044,Low
64.5,8.7,13.9,3565.0,0.6301,Medium
55.1,2.8,7.5,3251.0,0.4412,Low
65.5,9.6,14.2,7413.0,0.6874,Medium
60.1,4.3,11.8,2798.0,0.5259,Low
58.0,6.9,12.6,2985.0,0.5586,Medium
61.3,5.0,11.5,3964.0,0.5559,Medium
62.7,4.7,10.3,2400.0,0.5195,Low
64.9,9.8,13.4,19835.0,0.7276,High
64.5,7.5,12.5,12064.0,0.6662,Medium
75.1,10.1,15.1,20085.0,0.8004,Very High
56.0,4.5,7.0,2190.0,0.4468,Low
65.5,6.7,9.2,4148.0,0.5727,Medium
75.5,8.5,15.1,8182.0,0.7358,High
57.1,1.7,10.0,1649.0,0.4329,Low
72.5,9.1,18.5,32245.0,0.8326,Very High
64.3,7.8,11.8,6475.0,0.6323,Medium
74.2,11.5,15.6,9178.0,0.7737,High
60.5,7.7,12.3,5178.0,0.6065,Medium
49.0,0.8,8.4,394.0,0.2891,Low
71.9,10.2,15.0,24410.0,0.795,High
60.4,4.0,10.1,7080.0,0.5501,Medium
75.1,10.2,18.1,50372.0,0.8753,Very High
61.0,7.4,10.9,7253.0,0.6074,Medium
80.6,9.8,14.5,41358.0,0.8517,Very High
87.8,12.0,17.8,86496.0,0.9636,Very High
58.6,6.6,10.4,4952.0,0.5631,Medium
56.8,7.8,12.3,3129.0,0.5618,Medium
69.9,8.2,11.8,9954.0,0.6847,Medium
69.8,6.8,11.8,10850.0,0.6702,Medium
59.0,6.4,9.6,1746.0,0.4996,Low
66.3,7.2,11.6,6535.0,0.6321,Medium
63.6,5.0,14.4,11296.0,0.6473,Medium
71.1,9.5,14.3,7010.0,0.712,High
78.8,12.2,16.0,20400.0,0.8513,Very High
69.9,4.3,11.7,9228.0,0.6263,Medium
50.7,4.1,10.1,1078.0,0.4132,Low
85.1,12.6,18.7,76409.0,0.9794,Very High
48.5,4.2,8.9,883.0,0.3819,Low
72.0,8.7,14.9,13485.0,0.7472,High
56.7,4.5,9.2,502.0,0.3824,Low
76.4,10.2,15.8,28782.0,0.8327,Very High
78.6,9.6,20.5,21122.0,0.8657,Very High
62.4,6.5,8.1,3052.0,0.5298,Low
77.4,8.0,12.6,16330.0,0.7491,High
55.9,3.7,8.4,1939.0,0.4453,Low
52.3,3.7,10.2,1060.0,0.4165,Low
46.5,0.9,3.1,651.0,0.2387,Low
69.9,10.2,10.4,8455.0,0.6868,Medium
75.3,9.3,14.1,16380.0,0.773,High
67.0,9.8,17.3,9637.0,0.7385,High
63.0,4.2,10.1,4270.0,0.5405,Low
54.6,4.8,6.7,1237.0,0.4124,Low
49.1,4.3,9.0,688.0,0.3716,Low
65.0,8.9,15.4,10195.0,0.7048,High
78.7,14.2,16.8,118935.0,0.9473,Very High
73.5,9.7,16.6,13091.0,0.7807,High
77.1,9.9,15.9,19796.0,0.8152,Very High
70.5,6.9,13.9,13548.0,0.7076,High
87.9,12.2,17.5,73054.0,0.9623,Very High
49.8,3.9,8.4,1356.0,0.4029,Low
70.3,9.0,14.7,9579.0,0.7233,High
74.3,12.3,17.0,6212.0,0.7724,High
52.9,3.9,5.3,1269.0,0.3782,Low
60.0,6.8,9.6,6065.0,0.5738,Medium
61.4,5.6,10.9,9204.0,0.5967,Medium
61.1,6.1,10.2,1644.0,0.5073,Low
47.4,2.9,8.2,2285.0,0.4015,Low
82.2,12.7,15.8,34393.0,0.8996,Very High
53.8,3.7,9.3,1298.0,0.4256,Low
52.4,6.4,11.0,1551.0,0.4746,Low
52.0,5.9,11.1,4570.0,0.5235,Low
66.7,7.4,10.4,2223.0,0.5648,Medium
62.4,8.4,12.5,11149.0,0.6631,Medium
73.3,8.4,13.0,10937.0,0.7204,High
75.7,9.4,18.0,18497.0,0.8191,Very High
77.5,10.4,18.5,21488.0,0.8512,Very High
66.6,8.2,10.7,12337.0,0.6682,Medium
81.6,9.8,19.1,36174.0,0.8979,Very High
62.3,6.3,11.7,4497.0,0.5848,Medium
64.6,2.9,14.1,5639.0,0.5898,Medium
64.6,7.7,10.8,6159.0,0.619,Medium
72.9,8.1,14.2,15398.0,0.7445,High
55.4,3.9,8.5,3312.0,0.4714,Low
80.0,12.1,19.2,31050.0,0.9072,Very High
63.6,6.8,10.5,4615.0,0.5863,Medium
60.4,8.3,10.9,3925.0,0.5847,Medium
59.6,3.7,8.6,1766.0,0.4575,Low
60.9,7.5,10.7,2753.0,0.5566,Medium
60.8,5.8,13.2,7162.0,0.6095,Medium
67.8,8.0,13.4,11539.0,0.6957,Medium
49.3,4.8,9.2,974.0,0.4002,Low
69.8,5.4,12.2,3791.0,0.6026,Medium
62.6,8.7,12.4,4779.0,0.6244,Medium
61.5,6.4,9.2,3591.0,0.5442,Low
77.7,10.2,18.4,61524.0,0.9024,Very High
71.4,7.6,15.7,12398.0,0.735,High
73.5,9.5,16.8,32328.0,0.8254,Very High
54.7,3.3,10.2,1893.0,0.4528,Low
63.7,8.8,11.3,8322.0,0.6483,Medium
45.3,1.9,6.4,454.0,0.2776,Low
61.4,4.1,11.2,1968.0,0.5038,Low
74.5,8.5,17.2,14617.0,0.7834,High
60.7,3.2,8.5,1578.0,0.4478,Low
69.2,9.2,15.7,6434.0,0.7073,High
45.7,3.7,8.8,1490.0,0.3906,Low
53.6,2.6,9.1,536.0,0.3538,Low
73.6,11.7,15.4,21255.0,0.8164,Very High
60.6,6.4,11.4,5747.0,0.5875,Medium
53.0,1.3,7.9,733.0,0.3414,Low
47.6,2.6,7.5,810.0,0.3407,Low
64.9,7.9,13.0,5826.0,0.6429,Medium
73.7,8.6,13.4,97821.0,0.8161,Very High
61.4,3.9,11.1,2756.0,0.5192,Low
72.6,10.9,13.4,14709.0,0.7653,High
67.8,7.3,14.1,11151.0,0.6927,Medium
60.0,4.4,9.3,2878.0,0.5025,Low
71.0,8.0,11.7,5815.0,0.6581,Medium
54.9,4.9,8.8,2083.0,0.4652,Low
63.3,6.5,12.5,7426.0,0.625,Medium
56.1,5.3,9.6,3572.0,0.5106,Low
65.9,5.1,10.5,2017.0,0.5286,Low
59.0,6.2,11.9,2605.0,0.5413,Low
56.2,2.3,8.1,1373.0,0.4047,Low
68.0,8.7,13.8,13805.0,0.7181,High
82.7,12.6,17.2,53549.0,0.937,Very High
71.0,8.7,12.8,7140.0,0.689,Medium
63.0,5.8,14.0,7889.0,0.6334,Medium
69.3,6.9,12.6,11491.0,0.681,Medium
69.6,12.3,18.5,27370.0,0.8421,Very High
77.5,10.5,15.9,21184.0,0.8271,Very High
58.5,7.4,11.9,2703.0,0.5538,Medium
66.4,5.8,10.5,7418.0,0.6081,Medium
62.0,6.3,12.4,11035.0,0.6336,Medium
64.9,4.0,10.3,1898.0,0.505,Low
54.1,5.3,8.8,1056.0,0.429,Low
67.8,12.5,14.3,29021.0,0.8004,Very High
72.1,8.0,12.0,10193.0,0.6958,Medium
51.3,3.0,6.1,1105.0,0.3611,Low
54.4,3.1,7.9,1605.0,0.4164,Low
66.0,5.2,11.9,5316.0,0.5985,Medium
57.8,3.2,11.9,696.0,0.4205,Low
72.9,7.7,13.4,12020.0,0.7179,High
62.9,5.9,13.9,6396.0,0.6227,Medium
74.9,11.3,16.0,45556.0,0.8616,Very High
78.8,10.2,15.6,13446.0,0.8031,Very High
80.8,11.5,17.2,8528.0,0.8151,Very High
61.2,4.9,10.0,3551.0,0.5318,Low
77.9,9.7,15.6,35116.0,0.8419,Very High
72.2,6.7,9.7,2640.0,0.5807,Medium
66.6,6.4,11.8,6860.0,0.6287,Medium
57.2,3.1,7.7,3361.0,0.4589,Low
60.9,5.5,12.3,2613.0,0.5453,Low
64.7,5.2,11.3,3747.0,0.5676,Medium
83.4,10.6,19.9,32434.0,0.9178,Very High
60.9,7.9,12.8,4507.0,0.6072,Medium
78.8,10.2,16.9,7791.0,0.7847,High
63.3,7.1,11.1,9627.0,0.6306,Medium
75.1,10.2,12.4,25771.0,0.7868,High
52.4,4.6,9.7,2897.0,0.4759,Low
56.4,5.6,11.0,2974.0,0.5206,Low
65.0,7.2,16.5,4299.0,0.6503,Medium
71.0,7.9,13.4,6485.0,0.6801,Medium
64.4,5.5,8.0,1944.0,0.4989,Low
56.4,6.8,10.0,5455.0,0.5546,Medium
84.6,11.6,15.7,12775.0,0.8431,Very High
82.9,11.8,17.0,31540.0,0.8991,Very High
83.7,12.8,17.8,74679.0,0.9663,Very High
69.6,6.1,12.8,8795.0,0.6605,Medium
74.1,10.3,13.0,21431.0,0.7805,High
64.3,4.5,9.1,2627.0,0.5141,Low
43.5,0.5,5.8,300.0,0.2196,Low
60.5,4.9,9.9,3285.0,0.5237,Low
56.1,4.9,6.9,2315.0,0.4539,Low
